Institute ID,Institute Name,TLR,RPC,GO,OI,PERCEPTION,City,State,Score,Rank,Year,Institute_ID,UG_Students,Total_Students,Capital_Expenditure,Operational_Expenditure,Total_Expenditure,WOS_Publications,WOS_Citations,Scopus_Publications
IR-O-U-0262,"Mahatma Gandhi University, Kottayam",65.63,38.86,73.44,51.23,6.78,Kottayam,Kerala,51.84,52,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0025,National Institute of Technology Warangal,57.69,39.42,73.79,58.99,20.33,Warangal,Telangana,51.83,53,2023,IR-E-U-0025,945.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0263,National Institute of Technology Calicut,61.05,33.04,73.62,69.11,17.73,Kozhikode,Kerala,51.62,54,2023,IR-E-U-0263,920.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0222,JSS Academy of Higher Education and Research,68.52,23.47,69.35,74.68,22.05,Mysuru,Karnataka,51.15,55,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0435,Alagappa University,61.51,36.63,73.97,52.13,15.54,Karaikudi,Tamil Nadu,50.99,56,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0497,Amity University,47.8,47.16,71.25,64.65,16.65,Gautam Budh Nagar,Uttar Pradesh,50.88,57,2023,IR-E-U-0497,1140.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0196,University of Kashmir,70.64,26.93,79.58,53.05,2.77,Srinagar,Jammu and Kashmir,50.77,58,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0329,Symbiosis International,67.62,22.91,77.78,63.18,15.54,Pune,Maharashtra,50.59,59,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,69.05,31.54,63.8,68.33,8.15,Bhopal,Madhya Pradesh,50.58,60,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0098,Delhi Technological University,59.19,35.77,66.39,59.17,28.52,New Delhi,Delhi,50.54,61,2023,IR-E-U-0098,2529.0,2529.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0410,Malaviya National Institute of Technology,54.44,42.78,70.67,60.93,9.8,Jaipur,Rajasthan,50.36,62,2023,IR-E-U-0410,832.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0253,Cochin University of Science and Technology,62.4,34.36,73.79,51.74,13.81,Cochin,Kerala,50.34,63,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0027,Osmania University,58.74,31.24,81.26,57.91,9.15,Hyderabad,Telangana,49.94,64,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1357,University of Madras,64.74,32.9,69.4,53.23,14.39,Chennai,Tamil Nadu,49.93,65,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0064,Indian Institute of Technology Patna,52.66,42.86,70.65,57.06,12.92,Patna,Bihar,49.79,66,2023,IR-E-U-0064,427.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0395,Indian Institute of Technology Jodhpur,66.08,31.56,64.6,66.66,9.15,Jodhpur,Rajasthan,49.79,66,2023,IR-E-U-0395,490.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",53.57,38.83,70.43,58.7,21.07,Howrah,West Bengal,49.79,66,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0498,Babasheb Bhimrao Ambedkar University,59.83,24.29,82.07,76.83,2.0,Lucknow,Uttar Pradesh,49.53,69,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0448,Bharathidasan University,57.54,36.39,74.18,52.05,12.31,Tiruchirappalli,Tamil Nadu,49.45,70,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0235,Mysore University,67.43,18.61,87.02,54.62,5.01,Mysuru,Karnataka,49.17,71,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0374,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",57.76,30.74,67.91,66.08,23.0,Jalandhar,Punjab,49.04,72,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0184,Indian Institute of Technology Mandi,56.69,37.36,63.04,67.59,14.39,Mandi,Himachal Pradesh,49.03,73,2023,IR-E-U-0184,301.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0381,"Punjab Agricultural University, Ludhiana",70.53,28.29,67.48,50.37,7.82,Ludhiana,Punjab,48.97,74,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0295,Datta Meghe Institute of Higher Education and Research,67.16,32.85,62.14,64.76,0.0,Wardha,Maharashtra,48.92,75,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0006,"Andhra University, Visakhapatnam",54.39,25.74,84.77,58.63,16.92,Visakhapatnam,Andhra Pradesh,48.54,76,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0523,King George`s Medical University,70.83,26.63,63.34,56.64,9.48,Lucknow,Uttar Pradesh,48.52,77,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0107,Jamia Hamdard,56.02,32.49,70.37,66.02,11.7,New Delhi,Delhi,48.4,78,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0564,UPES,58.19,28.69,60.55,67.05,34.47,Dehradun,Uttarakhand,48.34,79,2023,IR-E-U-0564,1260.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,57.79,37.02,67.61,53.63,8.49,Kalavakkam,Tamil Nadu,48.18,80,2023,IR-E-C-16604,780.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,70.64,20.55,63.6,62.36,18.53,Pune,Maharashtra,48.17,81,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",53.93,39.03,68.88,55.67,9.15,Nagpur,Maharashtra,48.15,82,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0055,National Institute of Technology Silchar,51.36,42.81,68.84,54.16,6.78,Silchar,Assam,48.12,83,2023,IR-E-U-0055,825.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0474,Sathyabama Institute of Science and Technology,53.39,35.72,64.67,66.38,16.38,Chennai,Tamil Nadu,47.95,84,2023,IR-E-U-0474,2940.0,2940.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0136,Gujarat University,64.84,18.62,83.31,59.33,2.77,Ahmedabad,Gujarat,47.91,85,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0691,"All India Institute of Medical Sciences, Rishikesh",70.55,29.68,49.57,69.59,9.48,Rishikesh,Uttarakhand,47.89,86,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0376,Guru Nanak Dev University,54.75,27.23,77.53,62.47,12.01,Amritsar,Punjab,47.55,87,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,70.37,21.34,64.97,64.61,5.01,Mumbai,Maharashtra,47.46,88,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0555,Graphic Era University,57.45,22.95,64.11,69.99,33.38,Dehradun,Uttarakhand,47.29,89,2023,IR-E-U-0555,1110.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0577,National Institute of Technology Durgapur,51.12,34.57,72.25,56.11,10.45,Durgapur,West Bengal,46.81,90,2023,IR-E-U-0577,876.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,47.35,37.34,67.86,58.25,19.31,Bhubaneswar,Odisha,46.73,91,2023,IR-E-U-0355,355.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0249,Visvesvaraya Technological University,58.85,34.69,61.46,57.77,3.53,Belgaum,Karnataka,46.48,92,2023,IR-E-U-0249,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0485,Tamil Nadu Agricultural University,71.27,14.78,69.8,55.16,10.45,Coimbatore,Tamil Nadu,46.33,93,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0463,Madurai Kamaraj University,63.47,24.45,68.37,51.8,10.45,Madurai,Tamil Nadu,46.26,94,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0642,Shiv Nadar University,65.26,24.23,59.23,65.34,9.48,Gautam Buddha Nagar,Uttar Pradesh,46.18,95,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0318,Mumbai University,56.15,17.82,86.24,56.27,7.82,Mumbai,Maharashtra,45.86,96,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0389,Banasthali Vidyapith,50.45,17.72,84.22,77.31,8.15,Banasthali,Rajasthan,45.85,97,2023,IR-E-U-0389,930.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,68.85,18.53,62.74,62.9,7.82,Chennai,Tamil Nadu,45.84,98,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-S-8972,Indian Institute of Management Calcutta,60.63,14.58,63.6,66.22,38.4,Kolkata,West Bengal,45.74,99,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0217,Christ University,52.14,18.96,67.2,69.84,39.05,Bengaluru,Karnataka,45.65,100,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0456,Indian Institute of Technology Madras,88.37,87.3,85.76,65.68,100.0,Chennai,Tamil Nadu,86.42,1,2024,IR-E-U-0456,877.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0220,"Indian Institute of Science, Bengaluru",83.6,86.5,82.17,58.46,99.7,Bengaluru,Karnataka,83.28,2,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0306,Indian Institute of Technology Bombay,83.85,82.35,83.36,59.05,89.32,Mumbai,Maharashtra,81.37,3,2024,IR-E-U-0306,1039.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1074,Indian Institute of Technology Delhi,76.57,86.23,77.48,66.23,93.48,New Delhi,Delhi,80.31,4,2024,IR-E-I-1074,1093.0,1093.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1075,Indian Institute of Technology Kanpur,89.84,69.09,81.96,60.83,74.12,Kanpur,Uttar Pradesh,77.56,5,2024,IR-E-I-1075,1210.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0573,Indian Institute of Technology Kharagpur,76.65,74.94,80.18,57.29,75.24,Kharagpur,West Bengal,74.77,6,2024,IR-E-U-0573,1262.0,1262.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-N-15,All India Institute of Medical Sciences Delhi,79.09,71.26,68.66,71.29,82.97,New Delhi,Delhi,74.27,7,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0560,Indian Institute of Technology Roorkee,76.55,70.48,79.14,62.91,52.89,Roorkee,Uttarakhand,71.52,8,2024,IR-E-U-0560,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0053,Indian Institute of Technology Guwahati,76.33,64.43,81.35,61.96,43.43,Guwahati,Assam,69.04,9,2024,IR-E-U-0053,902.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0109,Jawaharlal Nehru University,74.93,45.27,97.34,72.28,57.71,New Delhi,Delhi,68.53,10,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0500,Banaras Hindu University,73.59,51.01,94.94,61.57,50.25,Varanasi,Uttar Pradesh,67.56,11,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0013,Indian Institute of Technology Hyderabad,78.96,56.59,73.33,59.21,54.34,Hyderabad,Telangana,66.69,12,2024,IR-E-U-0013,470.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0108,Jamia Millia Islamia,71.29,49.28,92.72,83.1,29.78,New Delhi,Delhi,66.0,13,2024,IR-E-U-0108,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0234,"Manipal Academy of Higher Education, Manipal",78.11,55.94,77.34,67.33,25.34,Manipal,Karnataka,64.94,14,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0120,University of Delhi,56.75,56.42,98.54,67.57,43.93,Delhi,Delhi,64.81,15,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0496,Aligarh Muslim University,74.02,45.91,93.81,61.15,33.15,Aligarh,Uttar Pradesh,64.17,16,2024,IR-E-U-0496,365.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0575,Jadavpur University,68.83,51.35,89.92,49.94,48.2,Kolkata,West Bengal,63.84,17,2024,IR-E-U-0575,1150.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0436,Amrita Vishwa Vidyapeetham,76.51,47.82,77.63,73.83,36.07,Coimbatore,Tamil Nadu,63.81,18,2024,IR-E-U-0436,3240.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0490,Vellore Institute of Technology,61.51,61.95,79.42,61.11,39.35,Vellore,Tamil Nadu,62.97,19,2024,IR-E-U-0490,7620.0,7620.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0439,Anna University,60.32,63.51,71.58,48.93,64.13,Chennai,Tamil Nadu,62.77,20,2024,IR-E-U-0439,2290.0,2290.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0473,S.R.M. Institute of Science and Technology,71.69,55.43,76.92,68.55,17.02,Chennai,Tamil Nadu,62.07,21,2024,IR-E-U-0473,4740.0,4740.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,72.59,60.87,72.82,66.07,5.79,Chennai,Tamil Nadu,61.79,22,2024,IR-E-I-1441,1410.0,1410.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0391,"Birla Institute of Technology and Science, Pilani",66.06,57.83,75.19,58.49,28.11,Pilani,Rajasthan,60.87,23,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0363,Siksha `O` Anusandhan,74.09,42.19,74.06,72.74,37.65,Bhubaneswar,Odisha,60.73,24,2024,IR-E-U-0363,2160.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0042,University of Hyderabad,72.69,45.58,81.39,62.26,25.6,Hyderabad,Telangana,60.55,25,2024,IR-E-U-0042,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0570,Calcutta University,70.01,42.11,92.19,50.17,31.61,Kolkata,West Bengal,60.25,26,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0304,Homi Bhabha National Institute,76.29,52.45,76.95,53.84,7.42,Mumbai,Maharashtra,60.13,27,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0356,Kalinga Institute of Industrial Technology,74.74,42.01,79.53,76.35,13.72,Bhubaneswar,Odisha,59.94,28,2024,IR-E-U-0356,3300.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0139,Indian Institute of Technology Gandhinagar,76.4,41.53,69.97,69.21,24.82,Gandhinagar,Gujarat,58.77,29,2024,IR-E-U-0139,225.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,57.16,54.95,76.25,57.97,40.09,Varanasi,Uttar Pradesh,58.69,30,2024,IR-E-U-0701,1163.0,1163.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0467,National Institute of Technology Tiruchirappalli,57.74,48.14,74.21,64.62,55.37,Tiruchirappalli,Tamil Nadu,58.6,31,2024,IR-E-U-0467,964.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0747,Chandigarh University,68.5,39.66,78.18,77.52,24.56,Mohali,Punjab,58.3,32,2024,IR-E-U-0747,3240.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0273,Indian Institute of Technology Indore,65.54,50.91,71.78,60.73,19.49,Indore,Madhya Pradesh,57.31,33,2024,IR-E-U-0273,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0357,National Institute of Technology Rourkela,63.94,50.54,75.22,59.6,17.02,Rourkela,Odisha,57.04,34,2024,IR-E-U-0357,888.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,59.69,55.05,71.72,59.2,22.93,Dhanbad,Jharkhand,56.97,35,2024,IR-E-U-0205,1028.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0222,JSS Academy of Higher Education and Research,76.68,32.12,69.66,76.95,15.07,Mysuru,Karnataka,55.79,36,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0323,Savitribai Phule Pune University,61.07,39.17,89.65,52.59,24.29,Pune,Maharashtra,55.69,37,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0260,Kerala University,74.52,26.72,94.82,58.19,4.52,Thiruvananthapuram,Kerala,55.61,38,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0368,Jawaharlal Institute of Post Graduate Medical Education and Research,72.86,33.47,71.01,70.11,24.02,Puducherry,Pondicherry,55.51,39,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),67.87,41.54,71.78,66.48,16.38,Vaddeswaram,Andhra Pradesh,55.47,40,2024,IR-E-U-0020,3060.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0006,Andhra University,75.44,26.05,85.19,64.68,10.13,Visakhapatnam,Andhra Pradesh,54.97,41,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0305,Indian Institute of Science Education and Research Pune,72.8,41.09,61.53,62.28,21.53,Pune,Maharashtra,54.86,42,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),65.0,43.36,71.19,63.83,17.02,Patiala,Punjab,54.83,43,2024,IR-E-I-1480,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0447,Bharathiar University,64.04,42.45,78.16,54.05,18.27,Coimbatore,Tamil Nadu,54.81,44,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0379,Lovely Professional University,57.1,49.75,66.63,69.81,22.1,Phagwara,Punjab,54.58,45,2024,IR-E-U-0379,3085.0,3085.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0237,"National Institute of Technology Karnataka, Surathkal",55.75,43.41,74.39,62.79,35.25,Surathkal,Karnataka,54.44,46,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0476,Shanmugha Arts Science Technology and Research Academy,69.41,37.64,71.47,66.23,11.24,Thanjavur,Tamil Nadu,54.14,47,2024,IR-E-U-0476,1980.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0378,Indian Institute of Technology Ropar,68.81,39.95,67.5,65.22,14.74,Rupnagar,Punjab,54.12,48,2024,IR-E-U-0378,370.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0497,Amity University,56.77,50.31,71.92,65.59,9.75,Gautam Budh Nagar,Uttar Pradesh,54.04,49,2024,IR-E-U-0497,1140.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0458,Kalasalingam Academy of Research and Education,69.75,32.36,74.56,74.3,10.5,Srivilliputhur,Tamil Nadu,54.02,50,2024,IR-E-U-0458,1590.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0253,Cochin University of Science and Technology,71.68,35.53,73.76,56.1,14.74,Cochin,Kerala,53.99,51,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0329,Symbiosis International,72.53,27.49,78.53,64.79,17.34,Pune,Maharashtra,53.93,52,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0025,National Institute of Technology Warangal,61.76,42.22,72.75,57.84,22.1,Warangal,Telangana,53.74,53,2024,IR-E-U-0025,989.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0263,National Institute of Technology Calicut,66.21,32.44,72.82,68.16,26.88,Kozhikode,Kerala,53.66,54,2024,IR-E-U-0263,920.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0448,Bharathidasan University,65.13,39.14,79.78,53.33,8.99,Tiruchirappalli,Tamil Nadu,53.47,55,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0308,Institute of Chemical Technology,55.91,45.68,75.08,55.39,23.48,Mumbai,Maharashtra,53.38,56,2024,IR-E-U-0308,211.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0052,Gauhati University,71.82,24.11,88.28,60.98,7.42,Guwahati,Assam,53.28,57,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0498,Babasaheb Bhimrao Ambedkar University,69.31,25.46,80.94,78.63,7.82,Lucknow,Uttar Pradesh,53.26,58,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0564,UPES,64.11,41.19,60.62,65.76,27.62,Dehradun,Uttarakhand,53.05,59,2024,IR-E-U-0564,1205.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0078,Panjab University,54.31,42.01,74.07,63.38,29.55,Chandigarh,Chandigarh,52.99,60,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0572,Indian Institute of Science Education and Research Kolkata,68.89,39.53,66.79,54.52,15.73,Mohanpur,West Bengal,52.91,61,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0107,Jamia Hamdard,68.66,34.45,70.2,66.17,12.32,New Delhi,Delhi,52.83,62,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,74.46,26.12,63.1,61.74,37.45,Pune,Maharashtra,52.72,63,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-I-1357,University of Madras,69.31,38.5,65.47,53.22,18.27,Chennai,Tamil Nadu,52.58,64,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0377,Indian Institute of Science Education and Research Mohali,67.38,32.89,70.81,66.14,17.34,Mohali,Punjab,52.58,64,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0098,Delhi Technological University,63.18,37.87,67.5,56.65,29.07,New Delhi,Delhi,52.38,66,2024,IR-E-U-0098,2529.0,2529.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0262,Mahatma Gandhi University,71.36,37.27,70.97,51.09,4.09,Kottayam,Kerala,52.3,67,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0395,Indian Institute of Technology Jodhpur,71.5,34.91,63.56,67.12,8.99,Jodhpur,Rajasthan,52.24,68,2024,IR-E-U-0395,490.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0196,University of Kashmir,71.14,31.25,79.72,51.14,3.66,Srinagar,Jammu and Kashmir,52.14,69,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0027,Osmania University,64.75,28.77,85.33,58.05,10.87,Hyderabad,Telangana,52.02,70,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0295,Datta Meghe Institute of Higher Education and Research,71.49,38.33,61.26,64.14,1.41,Wardha,Maharashtra,51.75,71,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0184,Indian Institute of Technology Mandi,65.48,38.39,61.96,70.37,10.87,Mandi,Himachal Pradesh,51.68,72,2024,IR-E-U-0184,301.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0064,Indian Institute of Technology Patna,60.25,42.04,70.12,54.1,11.24,Patna,Bihar,51.24,73,2024,IR-E-U-0064,547.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0691,All India Institute of Medical Sciences Rishikesh,74.07,35.35,50.68,69.13,13.37,Rishikesh,Uttarakhand,51.22,74,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0574,"Indian Statistical Institute, Kolkata",68.05,32.99,67.59,45.27,27.37,Kolkata,West Bengal,51.1,75,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0435,Alagappa University,65.88,35.3,73.76,51.91,7.82,Karaikudi,Tamil Nadu,51.07,76,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0334,Visvesvaraya National Institute of Technology Nagpur,62.96,37.25,68.6,55.82,16.7,Nagpur,Maharashtra,51.03,77,2024,IR-E-U-0334,855.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0272,Indian Institute of Science Education and Research Bhopal,69.14,31.99,65.96,67.87,6.2,Bhopal,Madhya Pradesh,50.94,78,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0555,Graphic Era University,59.9,33.86,62.93,66.08,32.5,Dehradun,Uttarakhand,50.58,79,2024,IR-E-U-0555,1110.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0381,Punjab Agricultural University,74.19,32.43,64.12,49.58,7.82,Ludhiana,Punjab,50.55,80,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,61.3,39.4,67.32,57.14,10.5,Kalavakkam,Tamil Nadu,50.43,81,2024,IR-E-C-16604,780.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0410,Malaviya National Institute of Technology,58.02,42.66,69.7,52.47,10.13,Jaipur,Rajasthan,50.41,82,2024,IR-E-U-0410,811.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0
IR-O-U-0689,All India Institute of Medical Sciences Jodhpur,72.7,33.93,56.36,60.62,6.2,Jodhpur,Rajasthan,49.94,83,2024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
